x_coord,y_coord,image_source_x,water_percentage,date,year,image_source_y,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,date_time
2,11,Flood_2013_281.tif,0.63,281,2013,Landuse_2013.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.17,2013-10-08
2,12,Flood_2013_281.tif,0.53,281,2013,Landuse_2013.tif,0.72,0.02,0.02,0.02,0.0,0.0,0.23,2013-10-08
7,4,Flood_2013_281.tif,0.64,281,2013,Landuse_2013.tif,0.02,0.01,0.0,0.53,0.02,0.0,0.42,2013-10-08
9,8,Flood_2013_281.tif,0.45,281,2013,Landuse_2013.tif,0.19,0.0,0.02,0.1,0.0,0.38,0.31,2013-10-08
9,4,Flood_2013_281.tif,0.2,281,2013,Landuse_2013.tif,0.06,0.01,0.0,0.06,0.01,0.0,0.86,2013-10-08
9,5,Flood_2013_281.tif,0.26,281,2013,Landuse_2013.tif,0.02,0.0,0.0,0.52,0.0,0.0,0.45,2013-10-08
9,1,Flood_2013_281.tif,0.64,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.17,0.14,0.14,0.55,2013-10-08
10,7,Flood_2013_281.tif,0.24,281,2013,Landuse_2013.tif,0.2,0.0,0.02,0.32,0.0,0.12,0.34,2013-10-08
9,3,Flood_2013_281.tif,0.35,281,2013,Landuse_2013.tif,0.01,0.0,0.0,0.24,0.01,0.0,0.75,2013-10-08
9,7,Flood_2013_281.tif,0.21,281,2013,Landuse_2013.tif,0.12,0.01,0.0,0.24,0.0,0.04,0.58,2013-10-08
1,3,Flood_2013_281.tif,0.81,281,2013,Landuse_2013.tif,0.01,0.0,0.02,0.11,0.02,0.16,0.67,2013-10-08
3,3,Flood_2013_281.tif,0.49,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.34,0.34,0.0,0.31,2013-10-08
5,1,Flood_2013_281.tif,0.75,281,2013,Landuse_2013.tif,0.02,0.01,0.01,0.24,0.49,0.0,0.23,2013-10-08
7,0,Flood_2013_281.tif,0.98,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.08,0.71,0.01,0.2,2013-10-08
5,7,Flood_2013_281.tif,0.32,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.28,0.05,0.05,0.62,2013-10-08
4,9,Flood_2013_281.tif,0.59,281,2013,Landuse_2013.tif,0.75,0.01,0.02,0.0,0.0,0.04,0.18,2013-10-08
12,3,Flood_2013_281.tif,0.15,281,2013,Landuse_2013.tif,0.11,0.0,0.03,0.38,0.02,0.13,0.34,2013-10-08
4,10,Flood_2013_281.tif,0.58,281,2013,Landuse_2013.tif,0.74,0.0,0.02,0.0,0.0,0.0,0.24,2013-10-08
7,3,Flood_2013_281.tif,0.55,281,2013,Landuse_2013.tif,0.01,0.0,0.0,0.44,0.06,0.0,0.49,2013-10-08
6,3,Flood_2013_281.tif,0.6,281,2013,Landuse_2013.tif,0.02,0.02,0.0,0.3,0.18,0.0,0.48,2013-10-08
2,13,Flood_2013_281.tif,0.45,281,2013,Landuse_2013.tif,0.41,0.01,0.01,0.01,0.0,0.0,0.55,2013-10-08
2,9,Flood_2013_281.tif,0.31,281,2013,Landuse_2013.tif,0.17,0.02,0.03,0.01,0.0,0.06,0.72,2013-10-08
7,2,Flood_2013_281.tif,0.72,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.56,0.16,0.0,0.29,2013-10-08
3,9,Flood_2013_281.tif,0.45,281,2013,Landuse_2013.tif,0.57,0.02,0.01,0.0,0.0,0.0,0.4,2013-10-08
6,7,Flood_2013_281.tif,0.46,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.22,0.31,0.0,0.47,2013-10-08
6,2,Flood_2013_281.tif,0.87,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.47,0.29,0.0,0.24,2013-10-08
3,8,Flood_2013_281.tif,0.17,281,2013,Landuse_2013.tif,0.17,0.06,0.19,0.0,0.0,0.0,0.57,2013-10-08
1,4,Flood_2013_281.tif,0.39,281,2013,Landuse_2013.tif,0.09,0.01,0.01,0.0,0.0,0.15,0.74,2013-10-08
12,4,Flood_2013_281.tif,0.37,281,2013,Landuse_2013.tif,0.37,0.01,0.02,0.1,0.0,0.04,0.46,2013-10-08
3,11,Flood_2013_281.tif,0.7,281,2013,Landuse_2013.tif,0.81,0.0,0.0,0.0,0.0,0.0,0.19,2013-10-08
7,1,Flood_2013_281.tif,0.97,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.05,0.49,0.0,0.46,2013-10-08
3,4,Flood_2013_281.tif,0.74,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.38,0.42,0.08,0.13,2013-10-08
3,5,Flood_2013_281.tif,0.7,281,2013,Landuse_2013.tif,0.0,0.0,0.0,0.31,0.15,0.21,0.33,2013-10-08
3,10,Flood_2013_281.tif,0.53,281,2013,Landuse_2013.tif,0.45,0.02,0.03,0.02,0.02,0.09,0.37,2013-10-08
3,6,Flood_2013_281.tif,0.55,281,2013,Landuse_2013.tif,0.08,0.06,0.08,0.01,0.0,0.46,0.31,2013-10-08
6,9,Flood_2013_281.tif,0.36,281,2013,Landuse_2013.tif,0.2,0.0,0.01,0.49,0.0,0.07,0.23,2013-10-08
3,7,Flood_2013_281.tif,0.45,281,2013,Landuse_2013.tif,0.02,0.11,0.17,0.0,0.0,0.27,0.43,2013-10-08
6,5,Flood_2013_281.tif,0.62,281,2013,Landuse_2013.tif,0.01,0.0,0.0,0.51,0.02,0.0,0.46,2013-10-08
8,7,Flood_2013_289.tif,0.09,289,2013,Landuse_2013.tif,0.01,0.0,0.0,0.59,0.0,0.03,0.37,2013-10-16
8,6,Flood_2013_289.tif,0.21,289,2013,Landuse_2013.tif,0.08,0.02,0.0,0.23,0.0,0.0,0.66,2013-10-16
4,9,Flood_2013_289.tif,0.56,289,2013,Landuse_2013.tif,0.75,0.01,0.02,0.0,0.0,0.04,0.18,2013-10-16
8,3,Flood_2013_289.tif,0.58,289,2013,Landuse_2013.tif,0.01,0.0,0.0,0.4,0.01,0.0,0.58,2013-10-16
8,4,Flood_2013_289.tif,0.39,289,2013,Landuse_2013.tif,0.04,0.01,0.01,0.26,0.05,0.0,0.63,2013-10-16
9,5,Flood_2013_289.tif,0.37,289,2013,Landuse_2013.tif,0.02,0.0,0.0,0.52,0.0,0.0,0.45,2013-10-16
8,8,Flood_2013_289.tif,0.55,289,2013,Landuse_2013.tif,0.21,0.01,0.01,0.08,0.0,0.43,0.26,2013-10-16
9,6,Flood_2013_289.tif,0.11,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.77,0.0,0.0,0.23,2013-10-16
9,7,Flood_2013_289.tif,0.21,289,2013,Landuse_2013.tif,0.12,0.01,0.0,0.24,0.0,0.04,0.58,2013-10-16
4,10,Flood_2013_289.tif,0.64,289,2013,Landuse_2013.tif,0.74,0.0,0.02,0.0,0.0,0.0,0.24,2013-10-16
2,11,Flood_2013_289.tif,0.58,289,2013,Landuse_2013.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.17,2013-10-16
9,8,Flood_2013_289.tif,0.49,289,2013,Landuse_2013.tif,0.19,0.0,0.02,0.1,0.0,0.38,0.31,2013-10-16
2,12,Flood_2013_289.tif,0.52,289,2013,Landuse_2013.tif,0.72,0.02,0.02,0.02,0.0,0.0,0.23,2013-10-16
8,9,Flood_2013_289.tif,0.48,289,2013,Landuse_2013.tif,0.66,0.01,0.03,0.0,0.0,0.0,0.31,2013-10-16
11,3,Flood_2013_289.tif,0.11,289,2013,Landuse_2013.tif,0.1,0.0,0.01,0.31,0.0,0.06,0.52,2013-10-16
9,4,Flood_2013_289.tif,0.18,289,2013,Landuse_2013.tif,0.06,0.01,0.0,0.06,0.01,0.0,0.86,2013-10-16
3,12,Flood_2013_289.tif,0.49,289,2013,Landuse_2013.tif,0.73,0.01,0.01,0.0,0.0,0.0,0.24,2013-10-16
3,11,Flood_2013_289.tif,0.63,289,2013,Landuse_2013.tif,0.81,0.0,0.0,0.0,0.0,0.0,0.19,2013-10-16
3,10,Flood_2013_289.tif,0.47,289,2013,Landuse_2013.tif,0.45,0.02,0.03,0.02,0.02,0.09,0.37,2013-10-16
3,9,Flood_2013_289.tif,0.41,289,2013,Landuse_2013.tif,0.57,0.02,0.01,0.0,0.0,0.0,0.4,2013-10-16
3,8,Flood_2013_289.tif,0.21,289,2013,Landuse_2013.tif,0.17,0.06,0.19,0.0,0.0,0.0,0.57,2013-10-16
3,7,Flood_2013_289.tif,0.37,289,2013,Landuse_2013.tif,0.02,0.11,0.17,0.0,0.0,0.27,0.43,2013-10-16
3,5,Flood_2013_289.tif,0.8,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.31,0.15,0.21,0.33,2013-10-16
3,4,Flood_2013_289.tif,0.76,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.38,0.42,0.08,0.13,2013-10-16
3,6,Flood_2013_289.tif,0.53,289,2013,Landuse_2013.tif,0.08,0.06,0.08,0.01,0.0,0.46,0.31,2013-10-16
3,3,Flood_2013_289.tif,0.47,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.34,0.34,0.0,0.31,2013-10-16
3,2,Flood_2013_289.tif,0.22,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.53,0.18,0.0,0.29,2013-10-16
3,1,Flood_2013_289.tif,0.48,289,2013,Landuse_2013.tif,0.01,0.02,0.02,0.35,0.45,0.0,0.14,2013-10-16
8,5,Flood_2013_289.tif,0.4,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.53,0.01,0.0,0.46,2013-10-16
2,13,Flood_2013_289.tif,0.35,289,2013,Landuse_2013.tif,0.41,0.01,0.01,0.01,0.0,0.0,0.55,2013-10-16
12,3,Flood_2013_289.tif,0.15,289,2013,Landuse_2013.tif,0.11,0.0,0.03,0.38,0.02,0.13,0.34,2013-10-16
0,3,Flood_2013_289.tif,0.62,289,2013,Landuse_2013.tif,0.32,0.01,0.04,0.0,0.0,0.05,0.57,2013-10-16
12,4,Flood_2013_289.tif,0.39,289,2013,Landuse_2013.tif,0.37,0.01,0.02,0.1,0.0,0.04,0.46,2013-10-16
8,1,Flood_2013_289.tif,0.94,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.2,0.47,0.04,0.29,2013-10-16
9,1,Flood_2013_289.tif,0.67,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.17,0.14,0.14,0.55,2013-10-16
9,2,Flood_2013_289.tif,0.51,289,2013,Landuse_2013.tif,0.0,0.0,0.01,0.17,0.13,0.02,0.67,2013-10-16
9,3,Flood_2013_289.tif,0.36,289,2013,Landuse_2013.tif,0.01,0.0,0.0,0.24,0.01,0.0,0.75,2013-10-16
8,2,Flood_2013_289.tif,0.91,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.34,0.26,0.0,0.4,2013-10-16
4,8,Flood_2013_289.tif,0.3,289,2013,Landuse_2013.tif,0.23,0.04,0.16,0.03,0.0,0.11,0.43,2013-10-16
4,7,Flood_2013_289.tif,0.38,289,2013,Landuse_2013.tif,0.01,0.01,0.04,0.05,0.0,0.32,0.56,2013-10-16
5,6,Flood_2013_289.tif,0.82,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.66,0.05,0.0,0.28,2013-10-16
5,9,Flood_2013_289.tif,0.35,289,2013,Landuse_2013.tif,0.41,0.02,0.02,0.28,0.0,0.07,0.2,2013-10-16
5,1,Flood_2013_289.tif,0.72,289,2013,Landuse_2013.tif,0.02,0.01,0.01,0.24,0.49,0.0,0.23,2013-10-16
11,7,Flood_2013_289.tif,0.57,289,2013,Landuse_2013.tif,0.7,0.01,0.04,0.01,0.0,0.01,0.24,2013-10-16
2,9,Flood_2013_289.tif,0.26,289,2013,Landuse_2013.tif,0.17,0.02,0.03,0.01,0.0,0.06,0.72,2013-10-16
2,10,Flood_2013_289.tif,0.54,289,2013,Landuse_2013.tif,0.1,0.01,0.01,0.03,0.01,0.42,0.42,2013-10-16
11,6,Flood_2013_289.tif,0.28,289,2013,Landuse_2013.tif,0.44,0.02,0.11,0.01,0.0,0.04,0.37,2013-10-16
4,12,Flood_2013_289.tif,0.32,289,2013,Landuse_2013.tif,0.3,0.03,0.05,0.02,0.0,0.0,0.59,2013-10-16
6,4,Flood_2013_289.tif,0.66,289,2013,Landuse_2013.tif,0.03,0.02,0.01,0.46,0.04,0.0,0.44,2013-10-16
4,11,Flood_2013_289.tif,0.64,289,2013,Landuse_2013.tif,0.79,0.0,0.01,0.0,0.0,0.0,0.2,2013-10-16
5,10,Flood_2013_289.tif,0.71,289,2013,Landuse_2013.tif,0.8,0.0,0.0,0.0,0.0,0.0,0.19,2013-10-16
7,8,Flood_2013_289.tif,0.37,289,2013,Landuse_2013.tif,0.05,0.03,0.07,0.4,0.02,0.12,0.31,2013-10-16
4,1,Flood_2013_289.tif,0.43,289,2013,Landuse_2013.tif,0.04,0.02,0.0,0.5,0.19,0.0,0.24,2013-10-16
2,8,Flood_2013_289.tif,0.29,289,2013,Landuse_2013.tif,0.35,0.02,0.03,0.0,0.0,0.0,0.6,2013-10-16
10,7,Flood_2013_289.tif,0.17,289,2013,Landuse_2013.tif,0.2,0.0,0.02,0.32,0.0,0.12,0.34,2013-10-16
11,5,Flood_2013_289.tif,0.14,289,2013,Landuse_2013.tif,0.11,0.01,0.05,0.27,0.0,0.03,0.53,2013-10-16
7,0,Flood_2013_289.tif,0.97,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.08,0.71,0.01,0.2,2013-10-16
10,6,Flood_2013_289.tif,0.07,289,2013,Landuse_2013.tif,0.03,0.0,0.04,0.46,0.0,0.09,0.37,2013-10-16
4,3,Flood_2013_289.tif,0.11,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.8,0.08,0.0,0.12,2013-10-16
6,9,Flood_2013_289.tif,0.32,289,2013,Landuse_2013.tif,0.2,0.0,0.01,0.49,0.0,0.07,0.23,2013-10-16
7,5,Flood_2013_289.tif,0.39,289,2013,Landuse_2013.tif,0.06,0.01,0.01,0.22,0.01,0.0,0.7,2013-10-16
6,8,Flood_2013_289.tif,0.53,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.35,0.38,0.03,0.24,2013-10-16
7,9,Flood_2013_289.tif,0.59,289,2013,Landuse_2013.tif,0.44,0.01,0.05,0.04,0.0,0.16,0.3,2013-10-16
6,5,Flood_2013_289.tif,0.6,289,2013,Landuse_2013.tif,0.01,0.0,0.0,0.51,0.02,0.0,0.46,2013-10-16
7,6,Flood_2013_289.tif,0.18,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.13,0.06,0.0,0.8,2013-10-16
6,6,Flood_2013_289.tif,0.75,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.51,0.08,0.0,0.4,2013-10-16
6,1,Flood_2013_289.tif,0.86,289,2013,Landuse_2013.tif,0.01,0.0,0.0,0.19,0.55,0.0,0.25,2013-10-16
4,2,Flood_2013_289.tif,0.21,289,2013,Landuse_2013.tif,0.03,0.02,0.0,0.68,0.09,0.0,0.18,2013-10-16
6,2,Flood_2013_289.tif,0.82,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.47,0.29,0.0,0.24,2013-10-16
11,4,Flood_2013_289.tif,0.17,289,2013,Landuse_2013.tif,0.07,0.01,0.01,0.12,0.0,0.01,0.78,2013-10-16
2,7,Flood_2013_289.tif,0.48,289,2013,Landuse_2013.tif,0.68,0.06,0.03,0.0,0.0,0.0,0.22,2013-10-16
7,1,Flood_2013_289.tif,0.97,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.05,0.49,0.0,0.46,2013-10-16
7,2,Flood_2013_289.tif,0.64,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.56,0.16,0.0,0.29,2013-10-16
5,7,Flood_2013_289.tif,0.43,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.28,0.05,0.05,0.62,2013-10-16
4,6,Flood_2013_289.tif,0.64,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.38,0.16,0.14,0.32,2013-10-16
4,5,Flood_2013_289.tif,0.94,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.73,0.11,0.0,0.15,2013-10-16
4,4,Flood_2013_289.tif,0.48,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.67,0.15,0.0,0.18,2013-10-16
2,3,Flood_2013_289.tif,0.65,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.38,0.13,0.02,0.46,2013-10-16
10,4,Flood_2013_289.tif,0.08,289,2013,Landuse_2013.tif,0.02,0.01,0.0,0.01,0.0,0.0,0.96,2013-10-16
2,4,Flood_2013_289.tif,0.74,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.02,0.04,0.29,0.65,2013-10-16
10,3,Flood_2013_289.tif,0.1,289,2013,Landuse_2013.tif,0.02,0.01,0.0,0.13,0.0,0.0,0.84,2013-10-16
11,2,Flood_2013_289.tif,0.16,289,2013,Landuse_2013.tif,0.01,0.0,0.03,0.25,0.0,0.32,0.38,2013-10-16
7,3,Flood_2013_289.tif,0.53,289,2013,Landuse_2013.tif,0.01,0.0,0.0,0.44,0.06,0.0,0.49,2013-10-16
7,7,Flood_2013_289.tif,0.21,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.53,0.07,0.0,0.39,2013-10-16
10,2,Flood_2013_289.tif,0.31,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.36,0.0,0.1,0.54,2013-10-16
1,4,Flood_2013_289.tif,0.63,289,2013,Landuse_2013.tif,0.09,0.01,0.01,0.0,0.0,0.15,0.74,2013-10-16
5,5,Flood_2013_289.tif,0.93,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.66,0.14,0.0,0.2,2013-10-16
10,0,Flood_2013_289.tif,0.31,289,2013,Landuse_2013.tif,0.0,0.0,0.01,0.17,0.04,0.03,0.75,2013-10-16
10,5,Flood_2013_289.tif,0.19,289,2013,Landuse_2013.tif,0.09,0.02,0.0,0.03,0.0,0.01,0.85,2013-10-16
6,7,Flood_2013_289.tif,0.61,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.22,0.31,0.0,0.47,2013-10-16
1,3,Flood_2013_289.tif,0.93,289,2013,Landuse_2013.tif,0.01,0.0,0.02,0.11,0.02,0.16,0.67,2013-10-16
6,0,Flood_2013_289.tif,0.97,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.22,0.63,0.0,0.14,2013-10-16
5,4,Flood_2013_289.tif,0.84,289,2013,Landuse_2013.tif,0.01,0.0,0.0,0.61,0.18,0.0,0.2,2013-10-16
5,8,Flood_2013_289.tif,0.53,289,2013,Landuse_2013.tif,0.12,0.08,0.07,0.07,0.1,0.25,0.3,2013-10-16
5,2,Flood_2013_289.tif,0.46,289,2013,Landuse_2013.tif,0.03,0.01,0.01,0.39,0.28,0.0,0.28,2013-10-16
6,3,Flood_2013_289.tif,0.63,289,2013,Landuse_2013.tif,0.02,0.02,0.0,0.3,0.18,0.0,0.48,2013-10-16
7,4,Flood_2013_289.tif,0.64,289,2013,Landuse_2013.tif,0.02,0.01,0.0,0.53,0.02,0.0,0.42,2013-10-16
10,1,Flood_2013_289.tif,0.31,289,2013,Landuse_2013.tif,0.0,0.0,0.0,0.11,0.01,0.07,0.8,2013-10-16
5,3,Flood_2013_289.tif,0.43,289,2013,Landuse_2013.tif,0.05,0.02,0.01,0.47,0.13,0.0,0.33,2013-10-16
12,3,Flood_2013_297.tif,0.17,297,2013,Landuse_2013.tif,0.11,0.0,0.03,0.38,0.02,0.13,0.34,2013-10-24
9,7,Flood_2013_297.tif,0.18,297,2013,Landuse_2013.tif,0.12,0.01,0.0,0.24,0.0,0.04,0.58,2013-10-24
8,9,Flood_2013_297.tif,0.5,297,2013,Landuse_2013.tif,0.66,0.01,0.03,0.0,0.0,0.0,0.31,2013-10-24
8,8,Flood_2013_297.tif,0.54,297,2013,Landuse_2013.tif,0.21,0.01,0.01,0.08,0.0,0.43,0.26,2013-10-24
8,7,Flood_2013_297.tif,0.06,297,2013,Landuse_2013.tif,0.01,0.0,0.0,0.59,0.0,0.03,0.37,2013-10-24
2,12,Flood_2013_297.tif,0.44,297,2013,Landuse_2013.tif,0.72,0.02,0.02,0.02,0.0,0.0,0.23,2013-10-24
9,8,Flood_2013_297.tif,0.56,297,2013,Landuse_2013.tif,0.19,0.0,0.02,0.1,0.0,0.38,0.31,2013-10-24
2,7,Flood_2013_297.tif,0.41,297,2013,Landuse_2013.tif,0.68,0.06,0.03,0.0,0.0,0.0,0.22,2013-10-24
8,3,Flood_2013_297.tif,0.62,297,2013,Landuse_2013.tif,0.01,0.0,0.0,0.4,0.01,0.0,0.58,2013-10-24
6,3,Flood_2013_297.tif,0.67,297,2013,Landuse_2013.tif,0.02,0.02,0.0,0.3,0.18,0.0,0.48,2013-10-24
9,6,Flood_2013_297.tif,0.12,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.77,0.0,0.0,0.23,2013-10-24
6,4,Flood_2013_297.tif,0.68,297,2013,Landuse_2013.tif,0.03,0.02,0.01,0.46,0.04,0.0,0.44,2013-10-24
6,5,Flood_2013_297.tif,0.62,297,2013,Landuse_2013.tif,0.01,0.0,0.0,0.51,0.02,0.0,0.46,2013-10-24
9,4,Flood_2013_297.tif,0.21,297,2013,Landuse_2013.tif,0.06,0.01,0.0,0.06,0.01,0.0,0.86,2013-10-24
9,5,Flood_2013_297.tif,0.41,297,2013,Landuse_2013.tif,0.02,0.0,0.0,0.52,0.0,0.0,0.45,2013-10-24
9,3,Flood_2013_297.tif,0.4,297,2013,Landuse_2013.tif,0.01,0.0,0.0,0.24,0.01,0.0,0.75,2013-10-24
9,2,Flood_2013_297.tif,0.52,297,2013,Landuse_2013.tif,0.0,0.0,0.01,0.17,0.13,0.02,0.67,2013-10-24
9,1,Flood_2013_297.tif,0.69,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.17,0.14,0.14,0.55,2013-10-24
6,6,Flood_2013_297.tif,0.78,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.51,0.08,0.0,0.4,2013-10-24
6,2,Flood_2013_297.tif,0.77,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.47,0.29,0.0,0.24,2013-10-24
6,0,Flood_2013_297.tif,0.97,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.22,0.63,0.0,0.14,2013-10-24
6,1,Flood_2013_297.tif,0.85,297,2013,Landuse_2013.tif,0.01,0.0,0.0,0.19,0.55,0.0,0.25,2013-10-24
12,4,Flood_2013_297.tif,0.39,297,2013,Landuse_2013.tif,0.37,0.01,0.02,0.1,0.0,0.04,0.46,2013-10-24
6,7,Flood_2013_297.tif,0.64,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.22,0.31,0.0,0.47,2013-10-24
2,10,Flood_2013_297.tif,0.48,297,2013,Landuse_2013.tif,0.1,0.01,0.01,0.03,0.01,0.42,0.42,2013-10-24
2,9,Flood_2013_297.tif,0.15,297,2013,Landuse_2013.tif,0.17,0.02,0.03,0.01,0.0,0.06,0.72,2013-10-24
2,8,Flood_2013_297.tif,0.25,297,2013,Landuse_2013.tif,0.35,0.02,0.03,0.0,0.0,0.0,0.6,2013-10-24
2,4,Flood_2013_297.tif,0.81,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.02,0.04,0.29,0.65,2013-10-24
2,3,Flood_2013_297.tif,0.66,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.38,0.13,0.02,0.46,2013-10-24
6,8,Flood_2013_297.tif,0.59,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.35,0.38,0.03,0.24,2013-10-24
2,11,Flood_2013_297.tif,0.54,297,2013,Landuse_2013.tif,0.82,0.0,0.0,0.0,0.0,0.0,0.17,2013-10-24
6,9,Flood_2013_297.tif,0.21,297,2013,Landuse_2013.tif,0.2,0.0,0.01,0.49,0.0,0.07,0.23,2013-10-24
2,13,Flood_2013_297.tif,0.25,297,2013,Landuse_2013.tif,0.41,0.01,0.01,0.01,0.0,0.0,0.55,2013-10-24
8,2,Flood_2013_297.tif,0.87,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.34,0.26,0.0,0.4,2013-10-24
3,3,Flood_2013_297.tif,0.48,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.34,0.34,0.0,0.31,2013-10-24
8,1,Flood_2013_297.tif,0.95,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.2,0.47,0.04,0.29,2013-10-24
4,12,Flood_2013_297.tif,0.28,297,2013,Landuse_2013.tif,0.3,0.03,0.05,0.02,0.0,0.0,0.59,2013-10-24
4,11,Flood_2013_297.tif,0.59,297,2013,Landuse_2013.tif,0.79,0.0,0.01,0.0,0.0,0.0,0.2,2013-10-24
4,3,Flood_2013_297.tif,0.13,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.8,0.08,0.0,0.12,2013-10-24
4,2,Flood_2013_297.tif,0.18,297,2013,Landuse_2013.tif,0.03,0.02,0.0,0.68,0.09,0.0,0.18,2013-10-24
4,1,Flood_2013_297.tif,0.41,297,2013,Landuse_2013.tif,0.04,0.02,0.0,0.5,0.19,0.0,0.24,2013-10-24
10,2,Flood_2013_297.tif,0.3,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.36,0.0,0.1,0.54,2013-10-24
10,1,Flood_2013_297.tif,0.29,297,2013,Landuse_2013.tif,0.0,0.0,0.0,0.11,0.01,0.07,0.8,2013-10-24
10,0,Flood_2013_297.tif,0.25,297,2013,Landuse_2013.tif,0.0,0.0,0.01,0.17,0.04,0.03,0.75,2013-10-24
10,3,Flood_2013_297.tif,0.15,297,2013,Landuse_2013.tif,0.02,0.01,0.0,0.13,0.0,0.0,0.84,2013-10-24
1,3,Flood_2013_297.tif,0.93,297,2013,Landuse_2013.tif,0.01,0.0,0.02,0.11,0.02,0.16,0.67,2013-10-24
1,4,Flood_2013_297.tif,0.62,297,2013,Landuse_2013.tif,0.09,0.01,0.01,0.0,0.0,0.15,0.74,2013-10-24
5,3,Flood_2013_297.tif,0.47,297,2013,Landuse_2013.tif,0.05,0.02,0.01,0.47,0.13,0.0,0.33,2013-10-24
5,2,Flood_2013_297.tif,0.44,297,2013,Landuse_2013.tif,0.03,0.01,0.01,0.39,0.28,0.0,0.28,2013-10-24
5,1,Flood_2013_297.tif,0.68,297,2013,Landuse_2013.tif,0.02,0.01,0.01,0.24,0.49,0.0,0.23,2013-10-24
10,7,Flood_2013_297.tif,0.15,297,2013,Landuse_2013.tif,0.2,0.0,0.02,0.32,0.0,0.12,0.34,2013-10-24
5,4,Flood_2013_297.tif,0.86,297,2013,Landuse_2013.tif,0.01,0.0,0.0,0.61,0.18,0.0,0.2,2013-10-24
10,6,Flood_2013_297.tif,0.06,297,2013,Landuse_2013.tif,0.03,0.0,0.04,0.46,0.0,0.09,0.37,2013-10-24
10,5,Flood_2013_297.tif,0.21,297,2013,Landuse_2013.tif,0.09,0.02,0.0,0.03,0.0,0.01,0.85,2013-10-24
11,2,Flood_2013_297.tif,0.14,297,2013,Landuse_2013.tif,0.01,0.0,0.03,0.25,0.0,0.32,0.38,2013-10-24
10,4,Flood_2013_297.tif,0.11,297,2013,Landuse_2013.tif,0.02,0.01,0.0,0.01,0.0,0.0,0.96,2013-10-24
5,9,Flood_2013_297.tif,0.33,297,2013,Landuse_2013.tif,0.41,0.02,0.02,0.28,0.0,0.07,0.2,2013-10-24
5,8,Flood_2013_297.tif,0.4,297,2013,Landuse_2013.tif,0.12,0.08,0.07,0.07,0.1,0.25,0.3,2013-10-24
