x_coord,y_coord,image_source,inland_aquaculture,shrimp_rice_farming,single_rice_cropping,triple_rice_cropping,double_rice_cropping_dry,double_rice_cropping_rain,others,year
6,0,Landuse_2020.tif,0.0,0.0,0.0,0.18,0.64,0.0,0.17,2020
7,0,Landuse_2020.tif,0.0,0.0,0.0,0.16,0.64,0.0,0.2,2020
10,0,Landuse_2020.tif,0.0,0.0,0.0,0.18,0.11,0.02,0.68,2020
3,1,Landuse_2020.tif,0.0,0.0,0.0,0.37,0.33,0.0,0.3,2020
4,1,Landuse_2020.tif,0.03,0.01,0.0,0.34,0.31,0.01,0.3,2020
5,1,Landuse_2020.tif,0.01,0.0,0.0,0.31,0.43,0.0,0.25,2020
6,1,Landuse_2020.tif,0.01,0.01,0.0,0.43,0.32,0.0,0.24,2020
7,1,Landuse_2020.tif,0.01,0.0,0.0,0.18,0.36,0.0,0.45,2020
8,1,Landuse_2020.tif,0.0,0.0,0.0,0.31,0.35,0.03,0.31,2020
9,1,Landuse_2020.tif,0.0,0.0,0.0,0.15,0.0,0.36,0.49,2020
10,1,Landuse_2020.tif,0.0,0.0,0.0,0.07,0.04,0.15,0.75,2020
3,2,Landuse_2020.tif,0.0,0.0,0.0,0.53,0.15,0.0,0.32,2020
4,2,Landuse_2020.tif,0.02,0.01,0.0,0.54,0.14,0.0,0.28,2020
5,2,Landuse_2020.tif,0.02,0.01,0.01,0.37,0.24,0.0,0.36,2020
6,2,Landuse_2020.tif,0.0,0.0,0.0,0.65,0.15,0.0,0.19,2020
7,2,Landuse_2020.tif,0.0,0.0,0.0,0.72,0.04,0.0,0.24,2020
8,2,Landuse_2020.tif,0.0,0.0,0.0,0.53,0.08,0.01,0.37,2020
9,2,Landuse_2020.tif,0.0,0.0,0.01,0.21,0.01,0.11,0.66,2020
10,2,Landuse_2020.tif,0.0,0.0,0.0,0.04,0.0,0.33,0.62,2020
11,2,Landuse_2020.tif,0.01,0.01,0.01,0.05,0.01,0.54,0.38,2020
0,3,Landuse_2020.tif,0.56,0.06,0.03,0.04,0.05,0.04,0.22,2020
1,3,Landuse_2020.tif,0.01,0.0,0.01,0.59,0.09,0.18,0.12,2020
2,3,Landuse_2020.tif,0.0,0.0,0.0,0.54,0.11,0.01,0.34,2020
3,3,Landuse_2020.tif,0.0,0.0,0.0,0.51,0.19,0.0,0.3,2020
4,3,Landuse_2020.tif,0.0,0.0,0.0,0.76,0.06,0.0,0.18,2020
5,3,Landuse_2020.tif,0.04,0.01,0.0,0.41,0.09,0.0,0.45,2020
6,3,Landuse_2020.tif,0.01,0.0,0.0,0.28,0.15,0.0,0.56,2020
7,3,Landuse_2020.tif,0.01,0.0,0.0,0.42,0.03,0.0,0.54,2020
8,3,Landuse_2020.tif,0.01,0.0,0.0,0.33,0.02,0.0,0.63,2020
9,3,Landuse_2020.tif,0.01,0.0,0.01,0.08,0.0,0.16,0.74,2020
10,3,Landuse_2020.tif,0.05,0.0,0.0,0.01,0.0,0.01,0.92,2020
11,3,Landuse_2020.tif,0.14,0.01,0.0,0.02,0.0,0.26,0.57,2020
12,3,Landuse_2020.tif,0.11,0.0,0.01,0.0,0.0,0.66,0.21,2020
1,4,Landuse_2020.tif,0.16,0.03,0.03,0.17,0.0,0.33,0.27,2020
2,4,Landuse_2020.tif,0.0,0.0,0.0,0.34,0.07,0.28,0.3,2020
3,4,Landuse_2020.tif,0.0,0.0,0.0,0.52,0.35,0.0,0.13,2020
4,4,Landuse_2020.tif,0.0,0.0,0.0,0.7,0.05,0.0,0.25,2020
5,4,Landuse_2020.tif,0.01,0.0,0.0,0.54,0.18,0.0,0.27,2020
6,4,Landuse_2020.tif,0.02,0.0,0.0,0.25,0.1,0.01,0.62,2020
7,4,Landuse_2020.tif,0.03,0.01,0.0,0.41,0.04,0.0,0.52,2020
8,4,Landuse_2020.tif,0.03,0.0,0.0,0.31,0.02,0.0,0.63,2020
9,4,Landuse_2020.tif,0.06,0.0,0.01,0.07,0.02,0.0,0.84,2020
10,4,Landuse_2020.tif,0.03,0.0,0.0,0.01,0.01,0.01,0.94,2020
11,4,Landuse_2020.tif,0.07,0.02,0.01,0.04,0.01,0.07,0.79,2020
12,4,Landuse_2020.tif,0.56,0.01,0.0,0.0,0.0,0.12,0.3,2020
3,5,Landuse_2020.tif,0.0,0.0,0.0,0.28,0.28,0.15,0.27,2020
4,5,Landuse_2020.tif,0.0,0.0,0.0,0.62,0.18,0.0,0.19,2020
5,5,Landuse_2020.tif,0.0,0.0,0.0,0.65,0.05,0.0,0.3,2020
6,5,Landuse_2020.tif,0.01,0.0,0.0,0.34,0.05,0.0,0.6,2020
7,5,Landuse_2020.tif,0.05,0.0,0.0,0.16,0.03,0.0,0.75,2020
8,5,Landuse_2020.tif,0.0,0.0,0.0,0.32,0.02,0.0,0.66,2020
9,5,Landuse_2020.tif,0.01,0.0,0.0,0.37,0.0,0.01,0.61,2020
10,5,Landuse_2020.tif,0.1,0.01,0.0,0.03,0.01,0.01,0.84,2020
11,5,Landuse_2020.tif,0.2,0.01,0.0,0.01,0.0,0.17,0.6,2020
3,6,Landuse_2020.tif,0.18,0.06,0.01,0.04,0.02,0.46,0.23,2020
4,6,Landuse_2020.tif,0.0,0.0,0.0,0.35,0.36,0.06,0.23,2020
5,6,Landuse_2020.tif,0.0,0.0,0.0,0.64,0.08,0.0,0.28,2020
6,6,Landuse_2020.tif,0.0,0.0,0.0,0.54,0.14,0.0,0.32,2020
7,6,Landuse_2020.tif,0.0,0.0,0.0,0.07,0.02,0.0,0.9,2020
8,6,Landuse_2020.tif,0.09,0.0,0.0,0.16,0.01,0.02,0.72,2020
9,6,Landuse_2020.tif,0.0,0.0,0.0,0.52,0.0,0.01,0.46,2020
10,6,Landuse_2020.tif,0.06,0.02,0.0,0.29,0.0,0.24,0.39,2020
11,6,Landuse_2020.tif,0.7,0.04,0.0,0.02,0.0,0.03,0.21,2020
2,7,Landuse_2020.tif,0.96,0.03,0.0,0.0,0.0,0.0,0.01,2020
3,7,Landuse_2020.tif,0.18,0.1,0.03,0.02,0.0,0.2,0.46,2020
4,7,Landuse_2020.tif,0.38,0.06,0.02,0.06,0.02,0.29,0.18,2020
5,7,Landuse_2020.tif,0.0,0.0,0.02,0.25,0.2,0.21,0.32,2020
6,7,Landuse_2020.tif,0.0,0.0,0.0,0.11,0.51,0.0,0.38,2020
7,7,Landuse_2020.tif,0.0,0.0,0.0,0.26,0.26,0.0,0.48,2020
8,7,Landuse_2020.tif,0.01,0.0,0.0,0.25,0.0,0.31,0.43,2020
9,7,Landuse_2020.tif,0.15,0.0,0.0,0.03,0.0,0.23,0.59,2020
10,7,Landuse_2020.tif,0.32,0.01,0.0,0.03,0.0,0.37,0.27,2020
11,7,Landuse_2020.tif,0.8,0.01,0.0,0.0,0.0,0.03,0.16,2020
2,8,Landuse_2020.tif,0.48,0.05,0.0,0.01,0.0,0.01,0.45,2020
3,8,Landuse_2020.tif,0.61,0.03,0.0,0.0,0.0,0.0,0.36,2020
4,8,Landuse_2020.tif,0.84,0.03,0.0,0.0,0.0,0.1,0.03,2020
5,8,Landuse_2020.tif,0.12,0.04,0.15,0.04,0.15,0.28,0.23,2020
6,8,Landuse_2020.tif,0.0,0.0,0.0,0.23,0.45,0.03,0.29,2020
7,8,Landuse_2020.tif,0.2,0.05,0.01,0.3,0.03,0.21,0.22,2020
8,8,Landuse_2020.tif,0.35,0.01,0.0,0.0,0.0,0.46,0.17,2020
9,8,Landuse_2020.tif,0.26,0.01,0.0,0.0,0.0,0.48,0.24,2020
2,9,Landuse_2020.tif,0.17,0.03,0.01,0.02,0.0,0.1,0.68,2020
3,9,Landuse_2020.tif,0.81,0.01,0.0,0.0,0.0,0.0,0.17,2020
4,9,Landuse_2020.tif,0.95,0.01,0.0,0.0,0.0,0.02,0.02,2020
5,9,Landuse_2020.tif,0.48,0.01,0.0,0.26,0.02,0.08,0.15,2020
6,9,Landuse_2020.tif,0.26,0.01,0.0,0.36,0.0,0.17,0.2,2020
7,9,Landuse_2020.tif,0.6,0.02,0.0,0.0,0.0,0.19,0.19,2020
8,9,Landuse_2020.tif,0.78,0.01,0.0,0.0,0.0,0.0,0.2,2020
2,10,Landuse_2020.tif,0.14,0.01,0.0,0.01,0.0,0.47,0.37,2020
3,10,Landuse_2020.tif,0.66,0.02,0.0,0.0,0.0,0.13,0.19,2020
4,10,Landuse_2020.tif,0.95,0.0,0.0,0.0,0.0,0.01,0.05,2020
5,10,Landuse_2020.tif,0.99,0.01,0.0,0.0,0.0,0.0,0.0,2020
2,11,Landuse_2020.tif,0.98,0.01,0.0,0.0,0.0,0.0,0.01,2020
3,11,Landuse_2020.tif,0.99,0.0,0.0,0.0,0.0,0.0,0.0,2020
4,11,Landuse_2020.tif,0.94,0.02,0.0,0.0,0.0,0.0,0.04,2020
2,12,Landuse_2020.tif,0.77,0.11,0.0,0.01,0.0,0.0,0.11,2020
3,12,Landuse_2020.tif,0.79,0.1,0.0,0.0,0.0,0.0,0.11,2020
4,12,Landuse_2020.tif,0.45,0.09,0.0,0.02,0.0,0.01,0.43,2020
2,13,Landuse_2020.tif,0.52,0.2,0.0,0.01,0.0,0.01,0.26,2020
